CBO,DCC,ExportCoupling,ImportCoupling,NOM,WMC,Defect
23,6,1,23,48,300,1
1,0,1,0,0,0,1
4,2,1,3,33,359,1
3,0,3,0,2,3,0
2,0,2,0,3,25,0
9,1,9,1,9,14,1
16,8,8,12,18,47,1
4,4,1,4,10,41,1
9,4,1,9,16,40,1
1,2,0,2,4,7,1
4,3,2,3,11,26,1
5,8,1,8,6,11,1
3,2,0,4,9,34,0
1,0,1,0,6,6,0
4,6,0,7,10,27,1
2,3,1,3,10,30,1
4,1,1,3,8,25,1
5,3,2,6,1,6,1
16,0,28,0,9,16,1
3,2,3,2,8,8,0
7,3,1,6,12,48,1
3,0,3,0,0,0,0
6,1,3,3,4,34,0
9,7,1,9,14,41,1
4,1,12,1,1,1,0
6,8,0,9,8,12,1
5,2,5,2,8,16,0
11,4,1,11,7,20,1
4,2,1,3,11,32,0
3,2,1,2,7,9,1
7,0,11,0,1,1,0
1,1,1,1,0,0,0
2,1,1,2,4,6,0
5,0,4,2,1,4,0
7,7,3,10,9,23,1
10,12,2,15,10,15,1
5,7,0,8,5,7,1
16,8,2,16,13,35,1
10,11,1,14,14,36,1
7,8,1,10,4,9,0
9,4,2,8,6,14,0
2,1,1,1,5,5,0
9,9,0,14,5,15,0
5,1,4,1,4,7,1
13,8,2,13,11,25,0
5,0,3,2,1,4,1
8,6,2,7,12,31,1
9,3,1,8,5,13,0
27,4,32,6,12,25,0
2,2,0,3,4,7,1
3,1,0,3,8,16,0
5,1,1,4,6,39,0
9,3,1,8,8,37,0
2,11,0,12,11,15,1
0,10,0,10,10,10,0
3,2,1,2,6,23,0
3,2,1,2,5,11,0
10,0,12,0,0,0,0
2,1,3,1,3,3,0
18,3,22,3,8,11,0
4,10,4,10,10,10,1
3,12,13,12,22,23,1
19,2,24,3,14,15,1
1,1,0,1,6,6,0
7,3,2,7,1,8,1
2,1,10,1,7,10,0
3,3,2,4,2,2,0
1,2,2,2,1,1,0
3,1,4,1,6,14,0
15,8,8,10,6,10,1
7,5,1,7,8,23,0
6,2,2,4,3,8,0
5,1,11,1,2,2,0
8,3,1,9,2,4,0
4,2,9,2,0,0,0
10,4,24,4,6,6,0
3,3,1,5,2,3,1
4,2,1,3,5,23,0
4,3,1,5,17,58,1
4,4,0,5,10,17,0
5,4,1,7,11,28,1
4,4,0,5,10,19,0
6,4,1,6,9,24,1
6,4,6,5,4,4,0
6,4,1,5,6,16,1
5,4,0,6,8,12,1
8,7,1,9,6,11,1
5,0,8,0,5,5,0
3,0,2,1,8,17,1
2,0,2,0,8,16,1
17,3,21,3,11,11,1
8,3,5,6,21,54,1
2,0,1,1,7,11,0
2,0,1,1,5,5,0
17,0,19,0,13,20,0
13,0,16,0,13,21,1
2,0,6,0,4,6,1
2,1,0,2,1,2,0
8,4,1,8,11,16,1
3,0,3,0,0,0,1
2,1,1,1,4,6,1
5,2,2,3,6,13,1
5,1,2,3,6,9,1
0,0,0,0,0,0,0
0,0,0,0,3,4,0
13,0,13,0,11,25,0
1,0,1,0,6,18,0
2,0,2,0,1,4,0
15,0,15,0,1,2,0
0,0,0,0,1,2,0
4,1,7,1,2,2,1
2,2,0,3,3,6,1
2,1,0,2,3,10,1
3,2,0,3,2,189,1
1,1,0,2,1,1,1
3,1,1,2,1,3,1
3,2,0,3,1,4,1
0,0,0,0,1,1,0
4,2,1,3,1,2,1
2,0,2,0,1,1,0
1,2,0,2,3,4,0
4,3,0,4,1,3,1
1,0,1,0,26,208,1
2,1,1,2,1,1,0
3,1,0,4,1,1,0
5,2,2,3,3,8,1
12,1,14,1,7,10,1
8,1,7,1,1,1,1
11,1,21,1,2,2,1
3,0,3,0,1,1,1
1,1,0,2,1,1,0
1,0,1,0,1,2,0
2,0,2,0,3,10,0
1,0,2,0,10,10,0
1,0,1,0,13,18,0
2,1,1,1,2,32,0
5,1,0,6,1,1,1
4,2,1,3,1,8,1
8,5,1,8,11,43,1
1,0,1,0,0,0,0
4,2,1,3,19,538,0
3,0,3,0,2,3,0
1,0,1,0,3,25,0
2,1,2,1,16,39,1
1,0,1,0,6,11,0
1,0,1,0,6,27,1
8,2,20,2,13,38,1
3,1,3,2,18,42,1
2,1,11,1,1,1,0
6,0,7,0,2,6,0
5,1,5,1,18,18,1
1,1,0,1,1,1,0
1,1,0,1,1,2,1
0,0,0,0,2,10,0
1,1,0,1,1,3,0
5,4,2,5,13,18,1
4,2,1,3,5,20,1
8,0,8,0,0,0,0
3,1,1,2,7,9,0
3,1,1,2,3,5,0
19,10,1,19,8,58,0
7,0,7,0,0,0,1
16,5,12,6,17,41,1
1,0,1,0,0,0,0
14,8,1,14,4,19,1
7,4,2,5,3,14,1
4,8,0,8,23,23,1
1,0,1,0,2,2,1
1,0,3,0,2,2,1
8,3,2,6,13,53,1
3,0,2,1,1,6,1
4,0,4,0,0,0,1
3,6,0,7,23,153,1
49,11,65,24,53,87,1
17,12,4,20,42,92,1
3,0,2,1,2,3,1
3,1,1,2,9,30,1
3,2,1,2,5,16,0
5,10,1,14,24,48,1
5,4,2,4,10,23,0
6,3,1,5,4,8,0
4,2,1,4,2,2,0
4,4,1,5,9,18,1
9,8,0,9,25,47,1
2,0,3,0,4,7,1
3,3,1,3,0,0,1
9,3,5,4,0,0,1
9,2,5,6,5,14,1
6,4,3,4,4,11,0
5,0,2,3,2,6,0
20,11,2,19,16,59,1
20,18,5,26,36,110,1
12,7,2,11,11,34,0
6,5,2,6,12,21,1
2,1,1,1,2,8,0
4,4,1,5,7,11,1
1,0,1,0,7,14,1
1,0,1,0,0,0,0
30,0,51,0,10,14,1
4,3,1,3,9,16,0
9,2,12,2,8,8,0
13,1,17,1,5,7,0
2,0,7,0,6,6,0
8,0,8,0,2,2,0
6,5,2,5,15,43,1
9,5,2,7,4,15,1
1,1,1,1,2,2,0
12,0,17,0,1,1,1
5,0,6,0,6,10,0
8,5,1,8,8,46,1
10,5,2,8,14,49,1
1,0,2,0,10,10,1
1,0,1,0,13,18,0
6,3,0,7,9,31,1
2,1,1,1,2,32,1
26,7,1,26,48,300,1
1,0,1,0,0,0,1
4,2,1,3,33,359,1
3,0,3,0,2,3,1
2,0,2,0,3,25,1
9,1,9,1,9,14,0
15,8,8,11,18,47,1
4,4,1,4,10,41,0
10,4,1,10,16,40,1
2,2,1,2,4,7,1
10,0,9,1,4,7,1
3,3,1,3,11,26,1
6,8,1,9,6,11,1
4,2,1,4,9,34,1
1,0,1,0,6,6,0
5,6,0,8,10,27,1
2,3,1,3,10,30,1
5,3,1,4,8,25,0
5,3,2,6,1,6,0
21,0,33,0,9,16,0
10,2,10,2,8,8,1
7,3,1,6,12,48,1
3,0,3,0,0,0,1
6,1,3,3,4,34,1
9,8,1,9,14,41,1
5,1,14,1,1,1,1
1,1,1,1,4,6,1
6,8,0,9,8,12,1
5,2,5,2,8,16,0
11,4,1,11,7,20,1
4,2,1,3,11,32,0
3,2,1,2,7,9,1
8,0,12,0,1,1,0
1,1,1,1,0,0,0
2,1,1,2,4,6,1
5,0,4,2,1,4,0
7,7,3,10,9,23,1
1,1,1,1,2,2,0
10,13,2,16,10,15,1
8,7,1,9,5,7,1
17,8,2,17,13,35,1
11,13,1,17,14,36,0
7,8,1,10,4,9,0
9,4,2,8,6,14,0
2,1,1,1,5,5,0
9,9,0,14,5,15,1
5,1,4,1,4,7,0
13,8,2,13,11,25,1
5,0,3,2,1,4,0
8,6,2,7,12,31,0
2,2,0,2,3,3,1
5,2,0,5,1,6,0
9,3,1,8,5,13,0
31,4,37,6,12,25,0
2,1,0,3,4,7,0
3,1,0,3,8,16,1
3,2,1,3,4,5,1
5,1,1,4,6,39,1
9,3,1,8,8,37,1
2,2,0,3,1,1,1
2,12,0,13,11,15,0
0,11,0,11,10,10,0
3,2,1,2,6,23,0
3,2,1,2,5,11,0
10,0,12,0,0,0,0
2,1,3,1,3,3,1
22,3,26,3,8,11,1
4,11,4,11,10,10,1
5,12,17,12,22,23,1
20,2,28,3,14,15,1
1,1,0,1,6,6,1
7,4,2,7,1,8,1
2,1,10,1,7,10,1
3,3,2,4,2,2,0
1,2,2,2,1,1,0
3,1,4,1,6,14,1
17,8,9,11,6,10,1
7,5,1,7,8,23,0
6,2,2,4,3,8,1
5,1,11,1,2,2,1
8,3,1,9,2,4,1
4,2,9,2,0,0,1
11,4,27,4,6,6,0
5,4,1,7,2,3,0
4,2,1,3,5,23,0
4,4,1,4,4,12,1
7,8,0,10,12,26,1
3,1,9,1,12,14,1
5,3,4,3,7,11,1
4,1,0,5,1,5,0
4,4,1,4,4,12,1
4,4,1,4,4,12,1
2,2,0,3,4,6,1
1,2,0,3,4,6,1
4,4,1,4,4,12,1
1,2,2,2,5,5,1
9,9,1,11,6,9,1
13,9,0,15,2,5,1
4,3,2,4,12,55,0
5,3,1,6,13,45,1
4,4,0,5,10,17,0
6,4,2,8,11,28,0
4,4,0,5,10,19,0
6,4,1,6,9,24,0
8,4,8,5,4,4,0
7,4,2,5,6,16,1
6,3,1,6,8,12,0
10,7,2,10,6,11,0
7,0,10,0,5,5,0
4,2,2,2,7,13,0
4,0,4,0,0,0,0
4,0,3,1,8,17,1
1,0,1,0,8,16,0
23,4,23,4,11,11,1
13,3,5,10,21,54,1
19,0,21,0,13,20,1
15,0,18,0,13,21,1
5,0,10,1,4,6,1
4,1,4,1,4,4,1
3,0,3,0,0,0,0
2,1,0,2,1,2,1
2,0,1,1,5,28,0
4,1,1,3,4,14,1
0,0,1,0,4,4,0
1,2,1,2,3,3,0
8,3,2,9,11,16,1
3,1,3,1,0,0,1
2,1,1,1,4,6,1
4,2,2,2,6,13,1
1,0,1,0,4,7,0
3,1,1,3,3,8,1
1,0,1,0,4,4,0
2,1,1,2,2,3,1
5,3,2,3,6,9,0
0,0,0,0,0,0,0
0,0,0,0,3,4,0
12,0,12,0,11,25,1
2,1,1,1,15,28,0
1,0,1,0,6,18,1
2,0,2,0,1,4,0
17,0,17,0,1,2,0
0,0,0,0,1,2,0
9,1,13,1,2,2,1
3,2,0,3,3,6,1
1,0,1,0,17,57,1
2,1,0,2,3,10,1
3,2,0,3,2,189,0
3,1,0,4,1,1,1
3,1,1,2,1,3,1
3,2,0,3,1,4,0
0,0,0,0,1,1,0
4,2,1,3,1,2,0
2,0,2,0,1,1,1
1,2,0,2,3,4,1
4,3,0,4,1,3,0
1,0,1,0,26,208,0
4,1,1,4,1,1,1
3,1,1,2,5,10,0
5,2,0,6,1,1,1
6,3,2,4,3,8,1
3,3,0,4,1,3,0
22,1,23,2,7,10,1
9,1,8,1,1,1,1
14,1,22,2,2,2,1
8,0,8,0,1,1,1
3,1,0,4,1,1,1
1,0,1,0,1,2,1
2,0,2,0,3,10,1
6,2,0,7,1,1,1
4,2,1,3,1,8,0
4,2,1,3,11,43,1
2,1,1,1,22,65,0
2,1,2,1,16,39,1
1,0,1,0,6,11,1
1,0,1,0,6,27,1
10,2,24,2,13,38,0
3,1,3,2,18,42,1
2,1,12,1,1,1,0
6,0,7,0,2,6,1
10,1,15,1,18,18,1
1,1,0,1,1,1,0
1,1,0,1,1,2,0
0,0,0,0,2,10,1
1,1,0,1,1,3,0
2,3,1,3,4,7,1
4,0,4,0,4,10,0
7,2,5,2,10,33,0
1,1,0,1,5,21,0
5,1,4,1,2,3,0
11,4,0,12,10,86,1
5,4,2,5,13,18,0
6,3,3,4,5,20,0
2,3,1,3,19,38,1
7,0,7,0,0,0,0
3,1,1,2,7,9,0
4,1,2,2,3,5,0
14,6,3,15,19,57,1
2,3,2,3,5,5,0
1,1,4,1,2,2,0
5,4,5,4,6,6,0
3,1,7,1,2,2,0
3,3,7,3,4,4,0
5,5,2,8,8,16,0
3,3,2,3,2,2,0
5,6,2,7,4,10,0
4,5,2,6,5,6,1
4,4,1,5,1,1,0
15,6,9,12,6,45,1
9,6,7,9,6,8,0
16,7,8,14,2,15,1
11,9,8,12,4,4,1
41,14,36,32,71,246,1
3,2,4,3,1,1,1
15,0,28,0,0,0,1
20,5,23,6,17,41,1
1,0,1,0,0,0,0
1,1,0,2,4,4,0
16,9,2,15,4,19,1
11,8,4,8,3,14,1
4,10,0,10,23,23,1
8,5,1,9,2,13,0
18,11,3,20,10,71,1
10,9,3,10,10,31,0
4,5,3,6,4,4,0
5,1,4,1,11,15,1
0,0,1,0,2,2,0
2,0,5,0,2,2,0
9,4,2,7,13,53,1
3,0,2,1,1,6,0
4,0,4,0,0,0,0
4,6,0,8,23,153,1
45,11,73,19,53,87,1
30,17,14,27,42,92,1
3,1,2,1,2,5,0
3,4,3,4,6,6,0
1,2,3,2,4,4,0
2,4,4,4,4,4,0
2,4,2,4,5,5,0
1,0,3,0,2,2,0
2,3,4,3,4,4,0
3,0,2,1,2,3,0
3,1,1,2,5,5,1
3,1,1,2,3,3,1
6,4,3,4,18,84,1
5,2,2,3,1,11,1
7,4,7,4,6,6,1
1,1,1,1,2,2,0
3,1,1,2,9,30,0
3,2,1,2,5,16,1
3,9,0,11,24,48,1
13,14,3,17,35,65,1
4,4,1,5,9,18,0
8,4,2,10,6,29,0
8,5,2,7,4,11,0
3,6,2,7,5,5,0
3,2,1,4,3,11,0
9,9,0,10,25,47,1
4,0,3,1,4,7,0
0,1,0,1,4,9,0
3,0,10,0,0,0,0
4,3,3,4,1,1,1
3,0,2,2,3,5,0
2,0,2,0,4,6,0
17,3,12,5,0,0,1
19,3,13,8,5,14,1
6,4,3,4,4,11,1
5,0,2,3,2,6,0
24,13,4,23,16,59,1
28,21,11,32,36,110,1
13,7,3,11,11,34,1
6,5,2,6,12,21,0
2,1,1,1,2,8,0
4,4,1,5,7,11,1
2,0,2,0,7,14,0
2,1,1,1,2,3,0
2,4,0,4,5,8,1
2,1,0,2,3,20,0
1,0,1,0,0,0,0
9,5,3,10,10,39,1
6,4,1,7,2,15,1
5,6,2,7,4,6,1
30,0,51,0,10,14,1
5,4,1,4,9,16,0
10,2,12,2,8,8,0
14,1,18,1,5,7,1
2,0,9,0,6,6,1
8,0,8,0,2,2,0
9,7,2,8,15,43,1
8,6,2,6,4,15,1
1,1,1,1,2,2,0
13,0,18,0,1,1,0
3,1,3,1,11,18,0
1,0,0,1,1,3,0
1,1,7,1,5,5,0
4,0,10,0,6,10,1
11,6,3,9,8,46,0
10,7,3,13,12,47,1
14,9,2,15,8,50,1
7,8,2,9,6,12,0
10,6,2,9,14,49,1
8,7,3,11,10,50,0
3,5,3,5,7,7,0
1,3,4,3,6,6,0
2,4,5,4,4,4,0
17,13,10,15,17,125,0
16,11,9,13,7,20,0
1,0,2,0,10,10,1
1,0,1,0,13,18,0
6,3,0,7,9,31,0
2,1,1,1,2,32,1
26,12,1,26,48,300,1
1,0,1,0,0,0,0
4,2,1,3,33,359,1
3,0,3,0,2,3,1
2,0,2,0,3,25,1
10,1,10,1,9,14,0
16,8,9,11,18,47,1
4,4,1,4,10,41,1
10,4,1,10,16,40,1
2,4,0,4,7,12,1
2,3,1,3,4,7,1
11,0,10,1,4,7,1
3,3,1,3,11,26,1
8,9,1,11,6,11,1
4,2,1,4,9,34,1
1,0,1,0,6,6,0
7,7,1,9,10,27,1
2,3,1,3,10,30,1
5,3,1,4,8,25,1
3,1,12,1,1,1,1
6,0,9,0,3,3,1
5,3,2,6,1,6,1
21,0,33,0,9,16,1
2,1,2,1,4,4,1
6,3,0,6,5,5,1
10,2,10,2,8,8,1
8,3,2,6,12,48,1
3,0,3,0,0,0,1
6,1,3,3,4,34,0
10,8,1,10,14,41,1
6,2,14,3,1,1,1
1,1,1,1,4,6,1
9,9,1,11,8,12,1
5,2,5,2,8,16,0
11,4,1,11,7,20,1
4,2,1,3,11,32,1
3,2,1,2,7,9,0
9,0,13,0,1,1,1
1,1,1,1,0,0,0
2,1,1,2,4,6,0
5,0,4,2,1,4,1
9,7,3,12,9,23,1
1,1,1,1,2,2,0
14,13,4,18,10,15,1
8,7,1,9,5,7,1
18,8,3,17,13,35,1
11,13,1,17,14,36,1
7,8,1,10,4,9,0
9,4,2,8,6,14,1
2,1,1,1,5,5,1
9,9,0,14,5,15,1
5,1,4,1,4,7,0
14,8,3,13,11,25,1
5,0,3,2,1,4,0
8,6,2,7,12,31,1
3,4,0,4,3,3,0
5,2,0,5,1,6,0
9,3,1,8,5,13,1
33,4,40,6,12,25,1
2,1,0,3,4,7,0
3,1,0,3,8,16,0
4,4,1,5,4,5,1
6,2,1,6,6,39,1
9,4,1,8,8,37,1
2,3,0,4,1,1,1
2,12,0,13,11,15,1
0,11,0,11,10,10,0
3,2,1,2,6,23,1
3,2,1,2,5,11,1
10,0,12,0,0,0,1
2,1,3,1,3,3,0
24,3,27,4,8,11,1
4,11,4,11,10,10,1
6,12,17,12,22,23,1
20,2,30,3,14,15,1
1,1,0,1,6,6,1
7,4,2,7,1,8,1
2,1,10,1,7,10,1
3,3,2,4,2,2,1
1,2,2,2,1,1,1
3,1,4,1,6,14,1
1,2,1,2,1,1,0
2,1,3,1,3,3,0
5,4,0,6,6,10,1
18,8,10,11,6,10,1
7,5,1,7,8,23,1
1,1,0,1,5,7,1
6,3,2,4,3,8,1
5,1,11,1,2,2,1
8,4,1,9,2,4,1
4,2,9,2,0,0,0
12,4,28,4,6,6,1
5,4,1,7,2,3,1
4,2,1,3,5,23,1
3,4,1,4,4,12,1
7,8,0,10,12,26,1
3,1,9,1,12,14,1
5,3,4,3,7,11,1
4,1,0,5,1,5,1
3,4,1,4,4,12,1
3,4,1,4,4,12,1
2,2,0,3,4,6,0
1,2,0,3,4,6,0
3,4,1,4,4,12,1
1,2,2,2,5,5,0
9,9,1,11,6,9,1
14,9,0,16,2,5,1
13,3,0,14,3,27,1
5,4,2,5,12,55,1
5,3,1,6,13,45,1
6,0,9,0,2,2,1
4,5,0,6,10,17,1
7,5,3,9,11,28,1
5,5,0,6,10,19,1
8,5,2,7,9,24,1
10,5,10,6,4,4,1
7,4,2,5,6,16,1
7,4,2,7,8,12,1
10,7,2,10,6,11,1
6,0,10,0,5,5,1
4,2,2,2,7,13,1
5,0,5,0,0,0,0
5,0,4,1,8,17,0
1,0,1,0,8,16,0
2,1,1,1,7,7,0
2,1,1,1,10,10,0
32,4,36,5,11,11,1
15,3,7,10,21,54,1
23,0,27,0,13,20,1
22,2,23,2,13,21,1
8,0,13,1,4,6,1
6,1,6,1,4,4,1
3,0,3,0,0,0,0
2,0,2,0,0,0,0
5,0,0,5,1,10,0
0,0,0,0,2,11,0
2,1,0,2,1,2,1
3,1,0,4,1,1,1
3,0,1,2,5,28,0
5,1,2,3,4,14,1
0,0,1,0,4,4,0
1,2,1,2,3,3,0
6,3,1,8,11,16,1
3,1,3,1,0,0,0
2,1,1,1,4,6,0
9,2,7,2,6,13,0
2,0,1,1,4,7,0
4,1,2,3,3,8,1
1,0,1,0,4,4,0
2,1,1,2,2,3,1
3,2,1,2,2,6,0
8,0,8,0,13,23,1
1,0,1,0,13,50,1
8,3,5,3,6,9,1
3,0,3,0,4,10,1
0,0,0,0,0,0,1
1,1,1,1,2,2,1
8,1,7,3,52,107,1
2,1,0,2,4,18,1
1,1,1,1,4,33,1
0,0,0,0,3,4,0
12,0,12,0,11,25,1
2,1,1,1,15,28,1
1,0,1,0,6,18,0
2,2,0,2,5,6,1
1,0,1,0,1,4,0
17,0,17,0,1,2,1
7,0,7,0,4,53,1
1,0,2,0,6,6,0
2,0,1,1,0,0,0
1,1,1,1,6,6,0
4,4,0,5,6,74,1
1,0,1,0,0,0,1
1,0,1,0,0,0,0
3,0,4,0,4,8,1
1,0,1,0,4,4,0
0,0,6,0,0,0,1
4,3,3,4,8,18,1
1,2,1,2,6,6,1
1,1,0,1,1,1,1
1,2,0,3,1,1,1
14,8,4,14,63,154,1
3,0,3,0,0,0,0
1,4,1,4,6,6,1
7,4,4,4,32,112,1
1,0,1,0,4,11,1
1,2,3,2,8,8,1
1,1,1,1,1,1,0
5,1,1,5,4,7,1
6,0,8,0,4,4,1
0,0,0,0,8,12,1
3,1,1,2,3,6,1
2,0,2,0,6,10,1
3,1,1,2,4,6,1
1,0,3,0,1,1,0
3,1,1,2,4,8,1
0,0,0,0,2,8,0
7,3,0,7,6,74,1
1,0,1,0,1,1,0
3,2,1,3,14,16,1
10,3,1,10,0,0,0
1,0,1,0,0,0,0
4,1,4,1,6,10,1
1,0,1,0,3,3,0
3,0,4,0,4,8,0
1,0,2,0,1,1,1
0,0,0,0,1,1,0
1,0,1,0,3,3,0
2,0,2,0,2,2,0
0,0,0,0,0,0,0
4,0,4,0,5,7,1
3,2,2,3,8,18,1
2,3,1,3,6,6,0
2,0,2,0,3,3,0
0,0,0,0,4,6,0
29,11,8,24,63,154,1
5,0,5,0,0,0,0
1,3,1,3,6,6,0
1,1,1,1,6,6,0
1,0,1,0,4,4,0
1,0,2,0,3,3,0
0,0,0,0,0,0,0
12,6,7,7,32,112,1
1,0,2,0,3,3,0
2,0,2,0,0,0,0
1,0,1,0,4,11,1
2,3,3,3,8,8,1
1,1,1,1,1,1,0
3,1,1,2,4,7,0
9,1,11,1,4,4,0
2,0,2,0,8,12,0
2,1,0,2,3,6,0
4,0,4,0,6,10,0
1,0,3,0,1,1,0
3,2,0,3,11,28,0
2,1,0,2,14,33,0
3,2,0,3,18,43,0
2,1,0,2,9,22,0
1,0,1,0,2,2,0
3,1,1,2,2,6,0
1,0,1,0,2,2,0
5,1,0,5,5,15,0
3,1,0,3,4,14,0
2,0,1,1,5,28,0
1,0,1,0,2,3,0
0,0,0,0,2,8,0
4,0,4,0,2,3,0
1,0,1,0,1,1,0
0,0,0,0,2,8,1
4,1,1,3,15,15,1
0,0,0,0,1,1,1
0,0,0,0,1,1,1
1,0,1,0,0,0,1
1,0,1,0,0,0,1
1,0,1,0,0,0,1
3,0,2,2,5,7,1
13,5,4,10,16,22,1
3,1,0,3,1,3,1
5,2,2,4,9,15,1
3,5,2,5,9,9,1
4,1,1,3,18,18,1
2,0,2,0,0,0,1
2,0,2,0,5,9,1
0,0,0,0,0,0,1
1,0,1,0,1,1,0
6,0,3,4,2,5,0
5,0,5,1,2,3,0
2,0,2,0,3,4,0
2,0,3,0,1,1,0
1,0,1,0,5,7,1
3,1,2,1,6,9,1
92,1,0,92,8,218,1
4,1,0,4,3,19,0
15,3,1,15,5,25,0
1,2,1,2,1,1,0
6,1,0,6,5,15,1
9,2,0,10,1,9,1
8,2,2,6,2,12,1
1,1,1,1,1,1,0
6,2,3,3,3,7,0
46,19,4,42,74,141,1
36,6,5,33,57,130,1
5,1,1,4,22,23,1
5,1,1,4,14,15,1
3,0,0,3,16,17,1
3,0,0,3,8,9,1
6,0,4,2,18,19,1
5,0,3,2,8,9,0
5,1,1,4,20,21,1
3,0,1,2,6,7,0
7,1,4,3,19,41,1
4,0,2,2,8,9,0
5,1,2,3,25,52,1
6,0,3,3,16,17,1
4,0,2,2,8,9,1
4,0,2,2,8,9,1
4,1,0,4,20,21,1
11,0,12,0,9,9,1
4,1,1,3,16,17,0
4,0,1,3,14,15,1
4,0,2,2,8,9,0
5,1,2,3,22,23,1
3,0,1,2,10,14,1
4,0,2,2,10,11,0
4,0,2,2,12,18,1
4,0,2,2,8,9,0
5,1,1,4,16,17,1
5,1,1,4,16,17,1
4,0,2,2,8,9,0
4,0,2,2,8,9,1
3,0,0,3,8,9,1
4,0,2,2,10,11,1
4,0,2,2,8,9,1
4,0,2,2,14,15,1
5,0,3,2,6,7,1
3,0,1,2,6,7,0
2,0,1,1,10,10,1
5,1,2,3,11,15,1
6,1,3,3,92,98,1
4,0,2,2,8,9,0
4,0,1,3,16,17,1
4,0,1,3,8,9,1
7,1,3,4,34,37,1
5,0,2,3,10,15,1
5,0,2,3,12,13,1
7,2,3,4,32,56,1
5,1,1,4,14,15,1
4,0,2,2,8,11,1
4,0,2,2,14,15,1
4,0,2,2,8,11,1
5,0,2,3,10,15,1
4,0,2,2,8,9,0
5,1,2,3,14,20,1
4,0,2,2,6,7,0
4,0,2,2,8,9,0
4,0,2,2,8,11,1
6,1,2,4,18,33,1
7,1,4,3,21,43,1
4,1,0,4,32,33,1
5,1,1,4,22,23,1
5,1,1,4,18,19,1
4,0,2,2,10,11,0
5,0,3,2,11,16,1
4,0,2,2,11,14,1
6,0,2,4,12,15,0
3,0,0,3,8,9,1
9,1,6,3,21,43,1
4,0,2,2,8,9,1
4,0,2,2,8,9,0
4,0,1,3,10,11,1
4,0,2,2,8,11,0
4,0,2,2,8,11,1
4,0,2,2,8,11,1
5,1,2,3,44,45,1
4,0,2,2,8,10,1
4,0,2,2,8,10,0
7,1,2,5,20,34,1
12,0,15,0,11,11,1
13,1,4,9,5,23,1
99,0,99,0,0,0,0
4,0,2,2,8,9,1
4,0,2,2,8,11,0
1,0,1,0,0,0,0
8,1,6,3,33,41,1
7,1,3,4,35,90,1
4,0,2,2,8,11,1
4,0,2,2,16,17,1
3,0,0,3,8,9,1
4,1,0,4,20,21,1
3,0,1,2,8,9,1
4,0,1,3,18,19,1
5,1,1,4,20,21,1
5,0,2,3,21,29,1
4,0,2,2,8,12,0
4,0,2,2,19,32,1
4,0,1,3,8,9,1
4,0,2,2,7,10,1
4,0,2,2,8,9,0
5,0,3,2,8,11,1
5,1,1,4,36,37,0
6,1,3,3,26,27,1
5,1,2,3,34,35,0
4,0,2,2,8,11,0
6,1,3,3,44,47,1
5,0,2,3,8,10,1
3,1,1,2,13,22,1
3,1,1,2,12,22,1
3,1,3,1,9,13,1
2,0,1,1,21,26,1
3,2,1,3,18,19,1
3,1,3,1,6,6,1
1,0,1,0,3,3,1
9,0,0,9,28,57,1
8,1,1,7,19,34,0
4,0,3,1,9,18,1
2,0,1,1,7,7,1
3,1,3,1,6,6,1
2,0,1,1,3,3,1
2,1,2,1,3,3,1
1,1,1,1,6,6,1
2,1,2,1,6,6,1
18,0,14,13,7,33,1
3,1,3,1,6,6,1
0,0,0,0,3,3,1
4,1,2,2,12,12,0
3,2,1,3,7,7,1
15,4,4,11,22,84,1
5,2,3,2,41,41,1
0,0,0,0,0,0,0
1,0,1,0,5,12,1
1,0,1,0,6,10,1
0,0,0,0,0,0,0
4,1,3,1,19,19,1
6,5,3,5,21,41,0
11,6,3,10,45,61,1
12,6,2,10,23,44,1
0,0,0,0,4,4,1
2,0,2,0,1,3,0
3,1,2,1,13,26,0
0,0,0,0,0,0,0
2,0,1,1,2,21,0
2,0,2,0,4,4,0
2,0,0,2,2,13,0
15,5,0,15,6,86,0
1,2,2,2,3,6,0
1,1,2,1,1,1,0
2,3,1,3,5,33,0
1,0,1,0,2,2,0
1,3,4,3,7,7,1
9,9,3,12,17,79,1
2,1,1,1,3,29,0
1,0,4,0,1,1,0
5,2,3,3,11,67,0
7,3,3,6,8,14,0
1,0,2,0,7,22,0
3,1,4,1,6,6,0
4,3,3,3,9,26,0
15,8,7,12,11,51,0
3,0,7,0,6,39,0
30,10,9,24,15,127,1
1,2,2,2,4,8,0
1,1,4,1,1,1,0
0,0,2,0,4,4,0
7,1,6,1,6,48,0
5,1,4,2,5,8,0
0,2,0,2,4,4,0
14,4,12,4,28,80,1
0,0,0,0,0,0,0
5,1,1,4,1,15,0
9,5,2,7,9,53,0
9,0,6,3,1,3,0
5,1,3,2,9,29,0
3,0,3,0,3,4,0
10,3,5,6,4,23,0
5,2,2,3,7,30,0
3,2,4,2,4,4,0
4,2,2,2,5,20,0
6,0,6,0,1,1,0
3,1,1,2,6,26,1
0,0,0,0,0,0,1
5,1,2,3,6,13,1
7,2,2,5,5,27,1
4,0,6,0,1,1,0
3,2,1,2,2,14,0
4,0,4,0,2,6,1
6,0,4,2,0,0,0
7,3,2,6,1,9,0
6,2,1,5,4,12,1
7,2,5,2,10,48,0
3,0,1,2,0,0,0
1,0,1,0,47,154,0
25,0,25,0,17,24,0
